L2_CODE,L0_CODE,L0_NAME,L1_CODE,L1_NAME,L2_NAME,total_pop,exposed_pop,percent_exposed,geo_level,wb_status,sovereign,Disputed,year
AFG118,AFG1,Afghanistan,AFG9,Ghazni,Muqur,47341.945,47341.945,100.0,2.0,Member State,AFG,ND,2018
AFG119,AFG1,Afghanistan,AFG9,Ghazni,Nawa,29136.795,29136.795,100.0,2.0,Member State,AFG,ND,2018
AFG12,AFG1,Afghanistan,AFG1,Badakhshan,Khwahan,25772.24,25772.24,100.0,2.0,Member State,AFG,ND,2018
AFG120,AFG1,Afghanistan,AFG9,Ghazni,Nawur,92685.71,92685.71,100.0,2.0,Member State,AFG,ND,2018
AFG121,AFG1,Afghanistan,AFG9,Ghazni,Qarabagh,144284.11,144284.11,100.0,2.0,Member State,AFG,ND,2018
AFG122,AFG1,Afghanistan,AFG9,Ghazni,Rashidan,17096.28,17096.28,100.0,2.0,Member State,AFG,ND,2018
AFG123,AFG1,Afghanistan,AFG9,Ghazni,Waghaz,35867.277,35867.277,100.0,2.0,Member State,AFG,ND,2018
AFG124,AFG1,Afghanistan,AFG9,Ghazni,Wali Muhammad-e- Shahid,16841.723,16841.723,100.0,2.0,Member State,AFG,ND,2018
AFG125,AFG1,Afghanistan,AFG9,Ghazni,Zana Khan,12567.465,12567.465,100.0,2.0,Member State,AFG,ND,2018
AFG126,AFG1,Afghanistan,AFG10,Ghor,Chaghcharan,200617.62,200617.62,100.0,2.0,Member State,AFG,ND,2018
AFG127,AFG1,Afghanistan,AFG10,Ghor,Chahar Sadra,39598.43,39598.43,100.0,2.0,Member State,AFG,ND,2018
AFG128,AFG1,Afghanistan,AFG10,Ghor,Dawlat Yar,49342.656,49342.656,100.0,2.0,Member State,AFG,ND,2018
AFG129,AFG1,Afghanistan,AFG10,Ghor,Du Lina,56539.875,56539.875,100.0,2.0,Member State,AFG,ND,2018
AFG13,AFG1,Afghanistan,AFG1,Badakhshan,Kof Ab,35659.44,35659.44,100.0,2.0,Member State,AFG,ND,2018
AFG130,AFG1,Afghanistan,AFG10,Ghor,Lal Wa Sarjangal,164684.25,164684.25,100.0,2.0,Member State,AFG,ND,2018
AFG131,AFG1,Afghanistan,AFG10,Ghor,Pasaband,140655.34,140655.34,100.0,2.0,Member State,AFG,ND,2018
AFG132,AFG1,Afghanistan,AFG10,Ghor,Saghar,51735.227,51735.227,100.0,2.0,Member State,AFG,ND,2018
AFG133,AFG1,Afghanistan,AFG10,Ghor,Shahrak,87115.22,87115.22,100.0,2.0,Member State,AFG,ND,2018
AFG134,AFG1,Afghanistan,AFG10,Ghor,Taywarah,136386.14,136386.14,100.0,2.0,Member State,AFG,ND,2018
AFG135,AFG1,Afghanistan,AFG10,Ghor,Tolak,75474.71,75474.71,100.0,2.0,Member State,AFG,ND,2018
AFG136,AFG1,Afghanistan,AFG11,Hilmand,Baghran,112648.375,112648.375,100.00001,2.0,Member State,AFG,ND,2018
AFG137,AFG1,Afghanistan,AFG11,Hilmand,Deh shu,27952.135,27952.135,100.0,2.0,Member State,AFG,ND,2018
AFG138,AFG1,Afghanistan,AFG11,Hilmand,Garm Ser,126264.74,126264.74,100.0,2.0,Member State,AFG,ND,2018
AFG139,AFG1,Afghanistan,AFG11,Hilmand,Kajaki,96329.19,96329.19,100.0,2.0,Member State,AFG,ND,2018
AFG14,AFG1,Afghanistan,AFG1,Badakhshan,Kohistan,23315.639,23315.639,99.99999,2.0,Member State,AFG,ND,2018
AFG140,AFG1,Afghanistan,AFG11,Hilmand,Lashkar Gah,183253.1,183253.1,100.0,2.0,Member State,AFG,ND,2018
AFG141,AFG1,Afghanistan,AFG11,Hilmand,Musa Qaleh,81292.484,81292.484,100.0,2.0,Member State,AFG,ND,2018
AFG142,AFG1,Afghanistan,AFG11,Hilmand,Nad-e-Ali,185271.95,185271.95,100.0,2.0,Member State,AFG,ND,2018
AFG143,AFG1,Afghanistan,AFG11,Hilmand,Nahr-e-Saraj,155359.33,155359.33,100.0,2.0,Member State,AFG,ND,2018
AFG144,AFG1,Afghanistan,AFG11,Hilmand,Naw Zad,68531.39,68531.39,100.0,2.0,Member State,AFG,ND,2018
AFG145,AFG1,Afghanistan,AFG11,Hilmand,Nawa-e-Barak Zaiy,73425.58,73425.58,100.0,2.0,Member State,AFG,ND,2018
AFG146,AFG1,Afghanistan,AFG11,Hilmand,Reg(khan Neshin),28775.799,28775.799,100.00001,2.0,Member State,AFG,ND,2018
AFG147,AFG1,Afghanistan,AFG11,Hilmand,Sangin,83762.34,83762.34,100.0,2.0,Member State,AFG,ND,2018
AFG148,AFG1,Afghanistan,AFG11,Hilmand,Wa Sher,22507.322,22507.322,100.0,2.0,Member State,AFG,ND,2018
AFG149,AFG1,Afghanistan,AFG12,Hirat,Adraskan,81941.81,81941.81,100.0,2.0,Member State,AFG,ND,2018
AFG15,AFG1,Afghanistan,AFG1,Badakhshan,Koran wa Monjan,16200.016,16200.016,99.99999,2.0,Member State,AFG,ND,2018
AFG150,AFG1,Afghanistan,AFG12,Hirat,Chisht-e-Sharif,38110.273,38110.273,100.0,2.0,Member State,AFG,ND,2018
AFG151,AFG1,Afghanistan,AFG12,Hirat,Farsi,48688.305,48688.305,100.0,2.0,Member State,AFG,ND,2018
AFG152,AFG1,Afghanistan,AFG12,Hirat,Ghoryan,136845.34,136845.34,100.0,2.0,Member State,AFG,ND,2018
AFG153,AFG1,Afghanistan,AFG12,Hirat,Gulran,144046.64,144046.64,100.0,2.0,Member State,AFG,ND,2018
AFG154,AFG1,Afghanistan,AFG12,Hirat,Guzara,228380.6,228380.6,100.0,2.0,Member State,AFG,ND,2018
AFG155,AFG1,Afghanistan,AFG12,Hirat,Hirat,245705.2,245705.2,100.0,2.0,Member State,AFG,ND,2018
AFG156,AFG1,Afghanistan,AFG12,Hirat,Injil,833058.2,833058.2,100.0,2.0,Member State,AFG,ND,2018
AFG157,AFG1,Afghanistan,AFG12,Hirat,Karukh,104623.14,104623.14,100.0,2.0,Member State,AFG,ND,2018
AFG158,AFG1,Afghanistan,AFG12,Hirat,Kohsan,82836.06,82836.06,100.0,2.0,Member State,AFG,ND,2018
AFG159,AFG1,Afghanistan,AFG12,Hirat,Kushk,192463.28,192463.28,100.0,2.0,Member State,AFG,ND,2018
AFG16,AFG1,Afghanistan,AFG1,Badakhshan,Raghistan,62893.668,62893.668,100.0,2.0,Member State,AFG,ND,2018
AFG160,AFG1,Afghanistan,AFG12,Hirat,Kushk-e-Kohna,70214.9,70214.9,100.0,2.0,Member State,AFG,ND,2018
AFG161,AFG1,Afghanistan,AFG12,Hirat,Obe,118870.11,118870.11,100.0,2.0,Member State,AFG,ND,2018
AFG162,AFG1,Afghanistan,AFG12,Hirat,Pashtun  Zarghun,156359.11,156359.11,100.0,2.0,Member State,AFG,ND,2018
AFG163,AFG1,Afghanistan,AFG12,Hirat,Shindand,285621.84,285621.84,100.0,2.0,Member State,AFG,ND,2018
AFG164,AFG1,Afghanistan,AFG12,Hirat,Zinda Jan,93759.44,93759.44,100.0,2.0,Member State,AFG,ND,2018
AFG165,AFG1,Afghanistan,AFG13,Jawzjan,Aqcha,78016.71,78016.71,100.0,2.0,Member State,AFG,ND,2018
AFG166,AFG1,Afghanistan,AFG13,Jawzjan,Darz Ab,62538.953,62538.953,100.0,2.0,Member State,AFG,ND,2018
AFG167,AFG1,Afghanistan,AFG13,Jawzjan,Fayz Abad,53913.09,53913.09,100.0,2.0,Member State,AFG,ND,2018
AFG168,AFG1,Afghanistan,AFG13,Jawzjan,Khamyab,17424.896,17424.896,100.0,2.0,Member State,AFG,ND,2018
AFG169,AFG1,Afghanistan,AFG13,Jawzjan,Khanaqa,48725.254,48725.254,100.0,2.0,Member State,AFG,ND,2018
AFG17,AFG1,Afghanistan,AFG1,Badakhshan,Shahr-e-Buzorg,84193.61,84193.61,100.0,2.0,Member State,AFG,ND,2018
AFG170,AFG1,Afghanistan,AFG13,Jawzjan,Khwaja Du Koh,34024.324,34024.324,100.0,2.0,Member State,AFG,ND,2018
AFG171,AFG1,Afghanistan,AFG13,Jawzjan,Mardyan,47935.074,47935.074,100.0,2.0,Member State,AFG,ND,2018
AFG172,AFG1,Afghanistan,AFG13,Jawzjan,Mingajik,49327.44,49327.44,100.0,2.0,Member State,AFG,ND,2018
AFG173,AFG1,Afghanistan,AFG13,Jawzjan,Qarqin,31981.932,31981.932,100.0,2.0,Member State,AFG,ND,2018
AFG174,AFG1,Afghanistan,AFG13,Jawzjan,Qush Tepa,30572.578,30572.578,100.0,2.0,Member State,AFG,ND,2018
AFG175,AFG1,Afghanistan,AFG13,Jawzjan,Shiberghan,207001.11,207001.11,99.99999,2.0,Member State,AFG,ND,2018
AFG176,AFG1,Afghanistan,AFG14,Kabul,Bagrami,132266.27,132266.27,100.0,2.0,Member State,AFG,ND,2018
AFG177,AFG1,Afghanistan,AFG14,Kabul,Chahar Asyab,64473.145,64473.145,100.0,2.0,Member State,AFG,ND,2018
AFG178,AFG1,Afghanistan,AFG14,Kabul,Deh Sabz,94082.484,94082.484,99.99999,2.0,Member State,AFG,ND,2018
AFG179,AFG1,Afghanistan,AFG14,Kabul,Estalef,45792.176,45792.176,100.0,2.0,Member State,AFG,ND,2018
AFG18,AFG1,Afghanistan,AFG1,Badakhshan,Shaki,40376.266,40376.266,100.0,2.0,Member State,AFG,ND,2018
AFG180,AFG1,Afghanistan,AFG14,Kabul,Farza,38016.145,38016.145,100.0,2.0,Member State,AFG,ND,2018
AFG181,AFG1,Afghanistan,AFG14,Kabul,Guldara,29096.832,29096.832,100.0,2.0,Member State,AFG,ND,2018
AFG182,AFG1,Afghanistan,AFG14,Kabul,Kabul,4734642.5,4734642.5,100.0,2.0,Member State,AFG,ND,2018
AFG183,AFG1,Afghanistan,AFG14,Kabul,Kalakan,47053.16,47053.16,100.0,2.0,Member State,AFG,ND,2018
AFG184,AFG1,Afghanistan,AFG14,Kabul,Khak-e- Jabbar,20902.576,20902.576,100.0,2.0,Member State,AFG,ND,2018
AFG185,AFG1,Afghanistan,AFG14,Kabul,Mir Bacha Kot,73743.555,73743.555,100.0,2.0,Member State,AFG,ND,2018
AFG186,AFG1,Afghanistan,AFG14,Kabul,Musayi,34540.195,34540.195,100.0,2.0,Member State,AFG,ND,2018
AFG187,AFG1,Afghanistan,AFG14,Kabul,Paghman,213132.3,213132.3,100.0,2.0,Member State,AFG,ND,2018
AFG188,AFG1,Afghanistan,AFG14,Kabul,Qarabagh,105941.57,105941.57,100.0,2.0,Member State,AFG,ND,2018
AFG189,AFG1,Afghanistan,AFG14,Kabul,Shakardara,131880.52,131880.52,100.0,2.0,Member State,AFG,ND,2018
AFG19,AFG1,Afghanistan,AFG1,Badakhshan,Shighnan,43180.336,43180.336,100.0,2.0,Member State,AFG,ND,2018
AFG190,AFG1,Afghanistan,AFG14,Kabul,Surobi,84412.55,84412.55,100.0,2.0,Member State,AFG,ND,2018
AFG191,AFG1,Afghanistan,AFG15,Kandahar,Arghandab,82823.57,82823.57,100.0,2.0,Member State,AFG,ND,2018
AFG192,AFG1,Afghanistan,AFG15,Kandahar,Arghistan,51467.64,51467.64,100.0,2.0,Member State,AFG,ND,2018
AFG193,AFG1,Afghanistan,AFG15,Kandahar,Daman,59109.9,59109.9,100.0,2.0,Member State,AFG,ND,2018
AFG194,AFG1,Afghanistan,AFG15,Kandahar,Ghorak,14248.191,14248.191,100.0,2.0,Member State,AFG,ND,2018
AFG195,AFG1,Afghanistan,AFG15,Kandahar,Kandahar,803613.8,803613.8,100.0,2.0,Member State,AFG,ND,2018
AFG196,AFG1,Afghanistan,AFG15,Kandahar,Khakrez,33577.31,33577.31,100.0,2.0,Member State,AFG,ND,2018
AFG197,AFG1,Afghanistan,AFG15,Kandahar,Maruf,46813.168,46813.168,100.00001,2.0,Member State,AFG,ND,2018
AFG198,AFG1,Afghanistan,AFG15,Kandahar,Maywand,87617.11,87617.11,100.0,2.0,Member State,AFG,ND,2018
AFG199,AFG1,Afghanistan,AFG15,Kandahar,Miyanshin,21286.111,21286.111,100.00001,2.0,Member State,AFG,ND,2018
AFG2,AFG1,Afghanistan,AFG1,Badakhshan,Argo,141507.7,141507.7,100.0,2.0,Member State,AFG,ND,2018
AFG20,AFG1,Afghanistan,AFG1,Badakhshan,Shuhada,55658.246,55658.246,100.0,2.0,Member State,AFG,ND,2018
AFG200,AFG1,Afghanistan,AFG15,Kandahar,Nesh,20101.01,20101.01,100.0,2.0,Member State,AFG,ND,2018
AFG201,AFG1,Afghanistan,AFG15,Kandahar,Panj wayi,125669.69,125669.69,100.0,2.0,Member State,AFG,ND,2018
AFG202,AFG1,Afghanistan,AFG15,Kandahar,Reg,13394.456,13394.456,100.0,2.0,Member State,AFG,ND,2018
AFG203,AFG1,Afghanistan,AFG15,Kandahar,Shah Wali Kot,66404.01,66404.01,100.0,2.0,Member State,AFG,ND,2018
AFG204,AFG1,Afghanistan,AFG15,Kandahar,Shor Abak,16417.463,16417.463,100.0,2.0,Member State,AFG,ND,2018
AFG205,AFG1,Afghanistan,AFG15,Kandahar,Spin Boldak,142984.62,142984.62,100.0,2.0,Member State,AFG,ND,2018
AFG206,AFG1,Afghanistan,AFG15,Kandahar,Zheray,125608.45,125608.45,100.0,2.0,Member State,AFG,ND,2018
AFG207,AFG1,Afghanistan,AFG16,Kapisa,Alasay,50472.07,50472.07,100.0,2.0,Member State,AFG,ND,2018
AFG208,AFG1,Afghanistan,AFG16,Kapisa,Hesa Awal-e- Kohestan,84702.49,84702.49,100.0,2.0,Member State,AFG,ND,2018
AFG209,AFG1,Afghanistan,AFG16,Kapisa,Hisa Duwum-e- Kohestan,67059.54,67059.54,100.0,2.0,Member State,AFG,ND,2018
AFG21,AFG1,Afghanistan,AFG1,Badakhshan,Tagab,43801.07,43801.07,100.0,2.0,Member State,AFG,ND,2018
AFG210,AFG1,Afghanistan,AFG16,Kapisa,Koh Band,32071.805,32071.805,100.0,2.0,Member State,AFG,ND,2018
AFG211,AFG1,Afghanistan,AFG16,Kapisa,Mahmud-e- Raqi,96308.25,96308.25,100.0,2.0,Member State,AFG,ND,2018
AFG212,AFG1,Afghanistan,AFG16,Kapisa,Nejrab,147276.47,147276.47,100.0,2.0,Member State,AFG,ND,2018
AFG213,AFG1,Afghanistan,AFG16,Kapisa,Tagab,109101.54,109101.54,100.0,2.0,Member State,AFG,ND,2018
AFG214,AFG1,Afghanistan,AFG17,Khost,Bak,37123.65,37123.65,100.0,2.0,Member State,AFG,ND,2018
AFG215,AFG1,Afghanistan,AFG17,Khost,Gurbuz,51023.305,51023.305,100.0,2.0,Member State,AFG,ND,2018
AFG216,AFG1,Afghanistan,AFG17,Khost,Jaji Maydan,37162.566,37162.566,100.0,2.0,Member State,AFG,ND,2018
AFG217,AFG1,Afghanistan,AFG17,Khost,Khost(Matun),240453.94,240453.94,100.0,2.0,Member State,AFG,ND,2018
AFG218,AFG1,Afghanistan,AFG17,Khost,Mando Zayi,95997.805,95997.805,99.99999,2.0,Member State,AFG,ND,2018
AFG219,AFG1,Afghanistan,AFG17,Khost,Musa Khel,71375.35,71375.35,100.0,2.0,Member State,AFG,ND,2018
AFG22,AFG1,Afghanistan,AFG1,Badakhshan,Teshkan,47966.82,47966.82,100.0,2.0,Member State,AFG,ND,2018
AFG220,AFG1,Afghanistan,AFG17,Khost,Nadir Shah Kot,55970.074,55970.074,100.0,2.0,Member State,AFG,ND,2018
AFG221,AFG1,Afghanistan,AFG17,Khost,Qalandar,17975.12,17975.12,100.0,2.0,Member State,AFG,ND,2018
AFG222,AFG1,Afghanistan,AFG17,Khost,Sabri,123726.36,123726.36,100.0,2.0,Member State,AFG,ND,2018
AFG223,AFG1,Afghanistan,AFG17,Khost,Shamal (Shamul),23728.842,23728.842,100.0,2.0,Member State,AFG,ND,2018
AFG224,AFG1,Afghanistan,AFG17,Khost,Spera,41447.582,41447.582,100.0,2.0,Member State,AFG,ND,2018
AFG225,AFG1,Afghanistan,AFG17,Khost,Tani,96935.37,96935.37,100.0,2.0,Member State,AFG,ND,2018
AFG226,AFG1,Afghanistan,AFG17,Khost,Tere Zayi,75997.81,75997.81,100.0,2.0,Member State,AFG,ND,2018
AFG227,AFG1,Afghanistan,AFG18,Kunar,Asad Abad,47084.293,47084.293,100.00001,2.0,Member State,AFG,ND,2018
AFG228,AFG1,Afghanistan,AFG18,Kunar,Bar Kunar,29235.062,29235.062,100.0,2.0,Member State,AFG,ND,2018
AFG229,AFG1,Afghanistan,AFG18,Kunar,Chapa Dara,46026.074,46026.074,100.0,2.0,Member State,AFG,ND,2018
AFG23,AFG1,Afghanistan,AFG1,Badakhshan,Wakhan,23285.033,23285.033,100.0,2.0,Member State,AFG,ND,2018
AFG230,AFG1,Afghanistan,AFG18,Kunar,Chawkay,54275.555,54275.555,100.0,2.0,Member State,AFG,ND,2018
AFG231,AFG1,Afghanistan,AFG18,Kunar,Dangam,21561.855,21561.855,100.0,2.0,Member State,AFG,ND,2018
AFG232,AFG1,Afghanistan,AFG18,Kunar,Dara-e-Pech,79078.65,79078.65,100.0,2.0,Member State,AFG,ND,2018
AFG233,AFG1,Afghanistan,AFG18,Kunar,Ghazi Abad,27953.83,27953.83,100.0,2.0,Member State,AFG,ND,2018
AFG234,AFG1,Afghanistan,AFG18,Kunar,Khas Kunar,50284.23,50284.23,100.0,2.0,Member State,AFG,ND,2018
AFG235,AFG1,Afghanistan,AFG18,Kunar,Marawara,31816.523,31816.523,100.0,2.0,Member State,AFG,ND,2018
AFG236,AFG1,Afghanistan,AFG18,Kunar,Narang,44027.426,44027.426,100.0,2.0,Member State,AFG,ND,2018
AFG237,AFG1,Afghanistan,AFG18,Kunar,Nari,36500.113,36500.113,100.0,2.0,Member State,AFG,ND,2018
AFG238,AFG1,Afghanistan,AFG18,Kunar,Nurgal,46536.566,46536.566,100.0,2.0,Member State,AFG,ND,2018
AFG239,AFG1,Afghanistan,AFG18,Kunar,Sarkani,35635.414,35635.414,100.0,2.0,Member State,AFG,ND,2018
AFG24,AFG1,Afghanistan,AFG1,Badakhshan,Warduj,33462.72,33462.72,100.0,2.0,Member State,AFG,ND,2018
AFG240,AFG1,Afghanistan,AFG18,Kunar,Shigal wa shel tan,42734.25,42734.25,100.0,2.0,Member State,AFG,ND,2018
AFG241,AFG1,Afghanistan,AFG18,Kunar,Wata Pur,40189.895,40189.895,100.0,2.0,Member State,AFG,ND,2018
AFG242,AFG1,Afghanistan,AFG19,Kunduz,Ali Abad,55515.188,55515.188,100.00001,2.0,Member State,AFG,ND,2018
AFG243,AFG1,Afghanistan,AFG19,Kunduz,Chahar Darah,88966.375,88966.375,100.00001,2.0,Member State,AFG,ND,2018
AFG244,AFG1,Afghanistan,AFG19,Kunduz,Dasht-e-Archi,101965.83,101965.83,100.0,2.0,Member State,AFG,ND,2018
AFG245,AFG1,Afghanistan,AFG19,Kunduz,Imam Saheb,273800.2,273800.2,100.0,2.0,Member State,AFG,ND,2018
AFG246,AFG1,Afghanistan,AFG19,Kunduz,Khan Abad,185968.94,185968.94,100.0,2.0,Member State,AFG,ND,2018
AFG247,AFG1,Afghanistan,AFG19,Kunduz,Kunduz,368238.78,368238.78,100.00001,2.0,Member State,AFG,ND,2018
AFG248,AFG1,Afghanistan,AFG19,Kunduz,Qala-e-Zal,84066.47,84066.47,100.0,2.0,Member State,AFG,ND,2018
AFG249,AFG1,Afghanistan,AFG20,Laghman,Alingar,140036.86,140036.86,100.0,2.0,Member State,AFG,ND,2018
AFG25,AFG1,Afghanistan,AFG1,Badakhshan,Yaftal-e-Sufla,82269.95,82269.95,100.0,2.0,Member State,AFG,ND,2018
AFG250,AFG1,Afghanistan,AFG20,Laghman,Alishang,107223.234,107223.234,99.99999,2.0,Member State,AFG,ND,2018
AFG251,AFG1,Afghanistan,AFG20,Laghman,Daulat Shah,49532.207,49532.207,99.99999,2.0,Member State,AFG,ND,2018
AFG252,AFG1,Afghanistan,AFG20,Laghman,Mehtarlam,207693.14,207693.14,100.0,2.0,Member State,AFG,ND,2018
AFG253,AFG1,Afghanistan,AFG20,Laghman,Qarghayi,145225.83,145225.83,100.0,2.0,Member State,AFG,ND,2018
AFG254,AFG1,Afghanistan,AFG21,Logar,Azra,29674.898,29674.898,100.0,2.0,Member State,AFG,ND,2018
AFG255,AFG1,Afghanistan,AFG21,Logar,Baraki Barak,124320.58,124320.58,100.0,2.0,Member State,AFG,ND,2018
AFG256,AFG1,Afghanistan,AFG21,Logar,Charkh,63977.207,63977.207,100.0,2.0,Member State,AFG,ND,2018
AFG257,AFG1,Afghanistan,AFG21,Logar,Kharwar,37651.1,37651.1,100.0,2.0,Member State,AFG,ND,2018
AFG258,AFG1,Afghanistan,AFG21,Logar,Khoshi,34422.38,34422.38,100.0,2.0,Member State,AFG,ND,2018
AFG259,AFG1,Afghanistan,AFG21,Logar,Mohammad Agha,108645.28,108645.28,100.0,2.0,Member State,AFG,ND,2018
AFG26,AFG1,Afghanistan,AFG1,Badakhshan,Yamgan,39670.812,39670.812,100.0,2.0,Member State,AFG,ND,2018
AFG260,AFG1,Afghanistan,AFG21,Logar,Pul-e- Alam,152894.48,152894.48,100.0,2.0,Member State,AFG,ND,2018
AFG261,AFG1,Afghanistan,AFG22,Nangarhar,Achin,150229.06,150229.06,100.0,2.0,Member State,AFG,ND,2018
AFG262,AFG1,Afghanistan,AFG22,Nangarhar,Bati Kot,118324.96,118324.96,100.0,2.0,Member State,AFG,ND,2018
AFG263,AFG1,Afghanistan,AFG22,Nangarhar,Behsud,171933.25,171933.25,99.99999,2.0,Member State,AFG,ND,2018
AFG264,AFG1,Afghanistan,AFG22,Nangarhar,Chaparhar,87886.9,87886.9,100.0,2.0,Member State,AFG,ND,2018
AFG265,AFG1,Afghanistan,AFG22,Nangarhar,Dara-e-Nur,59553.312,59553.312,99.99999,2.0,Member State,AFG,ND,2018
AFG266,AFG1,Afghanistan,AFG22,Nangarhar,Deh Bala,57795.656,57795.656,100.0,2.0,Member State,AFG,ND,2018
AFG267,AFG1,Afghanistan,AFG22,Nangarhar,Dur Baba,35969.78,35969.78,100.0,2.0,Member State,AFG,ND,2018
AFG268,AFG1,Afghanistan,AFG22,Nangarhar,Goshta,43650.723,43650.723,100.00001,2.0,Member State,AFG,ND,2018
AFG269,AFG1,Afghanistan,AFG22,Nangarhar,Hesarak,45243.934,45243.934,100.0,2.0,Member State,AFG,ND,2018
AFG27,AFG1,Afghanistan,AFG1,Badakhshan,Yawan,50862.04,50862.04,100.0,2.0,Member State,AFG,ND,2018
AFG270,AFG1,Afghanistan,AFG22,Nangarhar,Jalalabad,235887.95,235887.95,100.0,2.0,Member State,AFG,ND,2018
AFG271,AFG1,Afghanistan,AFG22,Nangarhar,Kama,109792.92,109792.92,100.0,2.0,Member State,AFG,ND,2018
AFG272,AFG1,Afghanistan,AFG22,Nangarhar,Khowgiani,191735.56,191735.56,100.0,2.0,Member State,AFG,ND,2018
AFG273,AFG1,Afghanistan,AFG22,Nangarhar,Kot,69003.44,69003.44,100.0,2.0,Member State,AFG,ND,2018
AFG274,AFG1,Afghanistan,AFG22,Nangarhar,Kuz Kunar,80341.84,80341.84,100.0,2.0,Member State,AFG,ND,2018
AFG275,AFG1,Afghanistan,AFG22,Nangarhar,Lal Pur,32038.107,32038.107,100.0,2.0,Member State,AFG,ND,2018
AFG276,AFG1,Afghanistan,AFG22,Nangarhar,Muhmand Dara,73758.375,73758.375,100.0,2.0,Member State,AFG,ND,2018
AFG277,AFG1,Afghanistan,AFG22,Nangarhar,Nazian,24441.457,24441.457,100.0,2.0,Member State,AFG,ND,2018
AFG278,AFG1,Afghanistan,AFG22,Nangarhar,Pachier Agam,61231.77,61231.77,100.0,2.0,Member State,AFG,ND,2018
AFG279,AFG1,Afghanistan,AFG22,Nangarhar,Rodat,99144.086,99144.086,100.00001,2.0,Member State,AFG,ND,2018
AFG28,AFG1,Afghanistan,AFG1,Badakhshan,Zebak,12871.423,12871.423,100.0,2.0,Member State,AFG,ND,2018
AFG280,AFG1,Afghanistan,AFG22,Nangarhar,Sherzad,93254.63,93254.63,100.0,2.0,Member State,AFG,ND,2018
AFG281,AFG1,Afghanistan,AFG22,Nangarhar,Shinwar,68971.445,68971.445,100.0,2.0,Member State,AFG,ND,2018
AFG282,AFG1,Afghanistan,AFG22,Nangarhar,Surkh Rod,245804.98,245804.98,100.0,2.0,Member State,AFG,ND,2018
AFG283,AFG1,Afghanistan,AFG23,Nimroz,Chahar Burjak,31990.27,31990.27,100.0,2.0,Member State,AFG,ND,2018
AFG284,AFG1,Afghanistan,AFG23,Nimroz,Chakhansur,30983.576,30983.576,100.0,2.0,Member State,AFG,ND,2018
AFG285,AFG1,Afghanistan,AFG23,Nimroz,Kang,26742.168,26742.168,100.0,2.0,Member State,AFG,ND,2018
